customerID,Churn,Churn_Binary,tenure,MonthlyCharges,TotalCharges,recency_score,frequency_score,monetary_score,rfm_score,n_services,charges_per_service,is_new_customer,is_senior_no_support,gender_Female,gender_Male,SeniorCitizen_No,SeniorCitizen_Yes,Partner_No,Partner_Yes,Dependents_No,Dependents_Yes,PhoneService_No,PhoneService_Yes,MultipleLines_No,MultipleLines_No phone service,MultipleLines_Yes,InternetService_DSL,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_Month-to-month,Contract_One year,Contract_Two year,PaperlessBilling_No,PaperlessBilling_Yes,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
9281-PKKZE,No,0,46,43.95,2007.85,4,1,2,7,2,21.975,0,0,True,False,True,False,False,True,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False
3638-VBZTA,No,0,68,86.5,5882.75,5,5,3,13,5,17.3,0,0,False,True,True,False,True,False,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,True,False,False,False
7459-IMVYU,No,0,38,69.95,2657.55,4,1,2,7,4,17.4875,0,0,False,True,True,False,True,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False
7776-QWNFX,Yes,1,30,50.4,1527.5,3,1,2,6,1,50.4,0,1,False,True,False,True,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False
6689-TCZHQ,Yes,1,5,78.95,378.4,1,1,3,5,1,78.95,1,1,True,False,False,True,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False
8563-OYMQY,No,0,17,90.95,1612.2,2,1,4,7,3,30.316666666666666,0,0,False,True,True,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False
0754-EEBDC,No,0,4,19.9,76.65,1,5,1,7,0,19.9,1,0,False,True,True,False,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True
5777-ZPQNC,No,0,12,20.15,260.7,1,3,1,5,0,20.15,0,0,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False
1951-IEYXM,No,0,72,90.6,6441.85,5,5,4,14,6,15.1,0,0,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False
3318-NMQXL,No,0,3,92.0,266.8,1,1,4,6,2,46.0,1,0,False,True,True,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False
3143-ILDAL,Yes,1,56,94.45,5124.6,5,1,4,10,3,31.483333333333334,0,0,False,True,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False
1022-RKXDR,No,0,41,24.85,962.25,4,3,1,8,0,24.85,0,0,True,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True
2361-FJWNO,No,0,40,36.0,1382.9,4,3,2,9,2,18.0,0,0,False,True,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False
2272-UOINI,No,0,7,78.5,571.05,1,1,3,5,5,15.7,1,0,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False
8232-UTFOZ,No,0,69,19.95,1399.35,5,5,1,11,0,19.95,0,0,False,True,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,True,False,False
3750-YHRYO,No,0,7,20.65,150.0,1,3,1,5,0,20.65,1,0,False,True,True,False,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True
6637-KYRCV,No,0,5,30.5,167.2,1,1,1,3,1,30.5,1,0,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False
5668-MEISB,No,0,72,106.1,7657.4,5,5,4,14,5,21.22,0,0,True,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False
0129-QMPDR,No,0,44,20.5,865.05,4,3,1,8,0,20.5,0,0,False,True,True,False,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False
7188-CBBBA,No,0,65,95.5,6153.85,5,3,4,12,3,31.833333333333332,0,0,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False
5356-CSVSQ,No,0,3,64.6,174.2,1,1,2,4,2,32.3,1,0,True,False,True,False,True,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False
3221-CJMSG,No,0,24,51.1,1269.6,2,1,2,5,1,51.1,0,0,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False
4720-VSTSI,Yes,1,44,84.8,3862.55,4,1,3,8,2,42.4,0,0,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False
3219-JQRSL,No,0,72,89.1,6352.4,5,5,3,13,6,14.85,0,0,True,False,False,True,False,True,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False
2801-NISEI,No,0,24,54.95,1348.5,2,1,2,5,2,27.475,0,0,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False
3946-MHCZW,Yes,1,1,50.9,50.9,1,1,2,4,1,50.9,1,0,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True
4623-ZKHLY,No,0,22,20.45,471.55,2,1,1,4,0,20.45,0,0,False,True,True,False,False,True,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,False
6732-VAILE,No,0,70,85.95,5931.75,5,5,3,13,5,17.19,0,0,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False
8201-AAXCB,No,0,25,60.35,1404.65,3,1,2,6,1,60.35,0,0,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False
7696-CFTAT,No,0,37,19.8,726.1,4,5,1,10,0,19.8,0,0,False,True,True,False,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,True,False,False,False
1845-CSBRZ,No,0,22,85.35,1961.6,2,1,3,6,1,85.35,0,1,True,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,True,False,False,False
2123-VSCOT,No,0,59,72.1,4194.85,5,5,3,13,3,24.03333333333333,0,0,True,False,True,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,True,True,False,False,False
6651-AZVTJ,Yes,1,49,99.8,4872.45,5,1,4,10,3,33.266666666666666,0,0,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False
4566-GOLUK,Yes,1,47,107.35,5118.95,4,1,4,9,4,26.8375,0,0,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,True,True,False,False,False
2484-DGXPZ,Yes,1,31,19.55,658.95,3,1,1,5,0,19.55,0,0,True,False,True,False,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True
2018-QKYGT,No,0,1,81.05,81.05,1,1,3,5,1,81.05,1,0,False,True,True,False,False,True,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False
2792-VPPET,No,0,3,20.5,76.95,1,1,1,3,0,20.5,1,0,False,True,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False
7409-JURKQ,No,0,53,111.8,5809.75,5,3,4,12,5,22.36,0,0,True,False,True,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False
3247-MHJKM,No,0,1,20.2,20.2,1,1,1,3,0,20.2,1,0,False,True,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True
1964-SVLEA,No,0,20,19.7,415.9,2,3,1,6,0,19.7,0,0,False,True,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True
4587-NUKOX,Yes,1,3,79.1,246.5,1,1,3,5,2,39.55,1,0,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False
7297-DVYGA,No,0,51,19.85,996.95,5,3,1,9,0,19.85,0,0,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False
2239-CGBUZ,No,0,51,60.5,3145.15,5,3,2,10,3,20.166666666666668,0,0,True,False,True,False,False,True,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,True,False,False,False
0854-UYHZD,No,0,13,19.55,265.3,2,5,1,8,0,19.55,0,0,True,False,True,False,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True
7243-LCGGZ,No,0,1,20.9,20.9,1,1,1,3,0,20.9,1,0,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True
8267-KFGYD,No,0,1,21.05,21.05,1,1,1,3,0,21.05,1,0,False,True,True,False,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True
4890-VMUAV,No,0,63,71.5,4576.3,5,3,3,11,4,17.875,0,0,False,True,True,False,True,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False
9261-WDCAF,No,0,3,54.65,189.1,1,1,2,4,1,54.65,1,0,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True
3764-MNMOI,No,0,46,19.2,908.15,4,5,1,10,0,19.2,0,0,False,True,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,True,False,False
7442-YGZFK,No,0,1,49.8,49.8,1,1,2,4,0,49.8,1,0,False,True,True,False,True,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False
0420-BWTPW,Yes,1,8,25.5,215.2,1,1,1,3,0,25.5,1,0,False,True,True,False,True,False,False,True,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True
8229-BUJHX,No,0,71,20.5,1500.95,5,5,1,11,0,20.5,0,0,True,False,True,False,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,True,False,False,False
7449-HVPIV,No,0,55,90.4,5099.15,5,1,4,10,2,45.2,0,0,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False
5504-WSIUR,No,0,70,90.25,6385.95,5,3,4,12,3,30.083333333333332,0,0,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,True,True,False,False,False
8183-ONMXC,Yes,1,2,80.75,159.45,1,1,3,5,1,80.75,1,0,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False
8466-PZBLH,No,0,67,104.6,6885.75,5,5,4,14,4,26.15,0,0,False,True,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False
9614-RMGHA,Yes,1,65,91.85,5940.85,5,1,4,10,2,45.925,0,0,False,True,True,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,True,False,False,False
8735-IJJEG,No,0,14,50.2,668.85,2,1,2,5,1,50.2,0,0,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False
0564-MUUQK,No,0,20,95.5,1916.2,2,1,4,7,3,31.833333333333332,0,0,True,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,False,True,True,False,False,False
5054-IEXZT,Yes,1,1,75.35,75.35,1,1,3,5,1,75.35,1,0,False,True,True,False,True,False,False,True,False,True,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False
5834-ASPWA,Yes,1,1,75.45,75.45,1,1,3,5,0,75.45,1,0,False,True,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False
0701-RFGFI,No,0,49,95.4,4613.95,5,1,4,10,2,47.7,0,0,True,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,True,False,False,False
0019-EFAEP,No,0,72,101.3,7261.25,5,5,4,14,4,25.325,0,0,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,True,True,False,False,False
5619-PTMIK,No,0,46,53.1,2459.8,4,1,2,7,1,53.1,0,0,True,False,True,False,False,True,True,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False
3737-XBQDD,No,0,24,84.85,2048.8,2,1,3,6,2,42.425,0,0,False,True,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False
5882-CMAZQ,No,0,5,34.25,163.55,1,1,1,3,2,17.125,1,0,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False
5846-QFDFI,No,0,33,88.6,2888.7,3,1,3,7,3,29.53333333333333,0,0,True,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False
4445-KWOKW,No,0,42,60.15,2421.6,4,3,2,9,2,30.075,0,0,True,False,True,False,True,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,True,False,False,False
3511-APPBJ,No,0,23,99.95,2292.75,2,3,4,9,4,24.9875,0,0,False,True,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False
7967-HYCDE,No,0,8,70.7,553.4,1,1,3,5,0,70.7,1,0,False,True,True,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False
2430-RRYUW,No,0,66,54.8,3465.7,5,3,2,10,2,27.4,0,0,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True
3948-XHGNA,Yes,1,24,49.55,1210.4,2,1,2,5,1,49.55,0,0,False,True,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False
3723-BFBGR,No,0,24,54.8,1291.3,2,1,2,5,1,54.8,0,1,False,True,False,True,True,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False
0565-IYCGT,Yes,1,69,78.6,5356.45,5,3,3,11,5,15.719999999999999,0,0,False,True,True,False,True,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False
5447-WZAFP,No,0,53,100.3,5200.8,5,3,4,12,4,25.075,0,0,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True
5110-CHOPY,No,0,60,53.6,3237.05,5,5,2,12,4,13.4,0,0,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False
5445-UTODQ,Yes,1,7,81.1,576.65,1,1,3,5,1,81.1,1,0,True,False,True,False,False,True,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False
4425-OWHWB,No,0,20,19.35,433.75,2,3,1,6,0,19.35,0,0,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False
7892-QVYKW,No,0,23,85.6,1868.4,2,1,3,6,1,85.6,0,0,True,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False
9675-ICXCT,No,0,72,80.8,5728.55,5,5,3,13,5,16.16,0,0,False,True,True,False,False,True,False,True,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False
1024-VRZHF,Yes,1,11,74.95,825.7,1,1,3,5,0,74.95,1,0,False,True,True,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False
4703-MQYKT,No,0,21,19.6,390.4,2,5,1,8,0,19.6,0,0,False,True,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True
9497-QCMMS,Yes,1,1,93.55,93.55,1,1,4,6,2,46.775,1,1,False,True,False,True,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False
5692-ICXLW,No,0,31,90.7,2845.15,3,1,4,8,2,45.35,0,1,False,True,False,True,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False
0602-DDUML,No,0,57,69.75,3894.4,5,5,2,12,4,17.4375,0,0,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True
2208-MPXIO,No,0,45,20.0,886.4,4,5,1,10,0,20.0,0,0,True,False,True,False,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,True,False,False,False
1960-UYCNN,No,0,10,95.25,1021.55,1,1,4,6,3,31.75,1,0,False,True,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False
0348-SDKOL,Yes,1,58,102.1,5885.4,5,1,4,10,4,25.525,0,0,True,False,True,False,False,True,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False
3190-FZATL,No,0,14,19.95,268.4,2,1,1,4,0,19.95,0,0,False,True,True,False,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True
7336-RLLRH,No,0,27,80.85,2204.35,3,3,3,9,4,20.2125,0,0,False,True,True,False,False,True,True,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True
4373-MAVJG,Yes,1,14,90.9,1259.0,2,1,4,7,2,45.45,0,0,True,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,True,False,False,False
8901-HJXTF,Yes,1,12,29.2,309.1,1,1,1,3,1,29.2,0,0,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True
7710-JSYOA,No,0,69,93.3,6398.05,5,5,4,14,3,31.099999999999998,0,0,True,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,True,False,False,False
5419-KLXBN,Yes,1,25,89.15,2257.75,3,1,3,7,3,29.71666666666667,0,0,True,False,True,False,False,True,False,True,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,True,True,False,False,False
3424-NMNBO,Yes,1,58,108.85,6287.25,5,3,4,12,5,21.77,0,1,False,True,False,True,False,True,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False
9885-MFVSU,No,0,35,46.35,1662.05,3,5,2,10,3,15.450000000000001,0,0,True,False,True,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False
4514-GFCFI,Yes,1,16,84.75,1350.15,2,1,3,6,1,84.75,0,1,True,False,False,True,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False
0607-MVMGC,No,0,45,78.75,3600.65,4,3,3,10,4,19.6875,0,0,False,True,True,False,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False
3365-SAIGS,No,0,17,83.55,1329.15,2,1,3,6,2,41.775,0,0,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False
9828-AOQLM,Yes,1,1,45.7,45.7,1,1,2,4,0,45.7,1,0,True,False,True,False,False,True,False,True,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False
8022-BECSI,No,0,22,19.6,422.5,2,3,1,6,0,19.6,0,0,False,True,True,False,True,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True
8000-REIQB,Yes,1,1,69.95,69.95,1,1,2,4,0,69.95,1,1,True,False,False,True,True,False,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False
9993-LHIEB,No,0,67,67.85,4627.65,5,5,2,12,4,16.9625,0,0,False,True,True,False,False,True,False,True,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True
0266-CLZKZ,No,0,67,105.65,6717.9,5,5,4,14,4,26.4125,0,0,True,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,True,False,False,False
